SalePrice,GrLivArea,TotalBsmtSF,FirstFlrSF,SecondFlrSF,GarageCars,GarageArea,YearBuilt,FullBath,TotRmsAbvGrd,CentralAir
284000,2046,998,1006,1040,3,871,2003,2,8,1
284000,1575,1603,1575,0,3,732,2003,2,7,1
421250,2649,1479,1515,1134,3,746,2001,2,10,1
370000,2690,1765,1804,886,3,795,2003,2,9,1
336860,1866,1858,1866,0,3,870,2008,2,7,1
367294,1702,1702,1702,0,3,1052,2008,1,7,1
192000,1367,1367,1367,0,2,484,2005,2,6,1
274000,1518,1518,1518,0,2,588,2003,1,6,1
266000,1684,1684,1684,0,2,564,2005,2,6,1
370967,1800,1800,1800,0,3,944,2007,2,6,1
234250,1342,1342,1342,0,2,550,2006,2,6,1
219500,1342,1342,1342,0,2,550,2006,2,6,1
155000,1626,764,764,862,2,474,2003,2,6,1
154000,1626,764,764,862,2,474,2003,2,6,1
207000,1358,1358,1358,0,2,484,2004,2,6,1
195000,1455,1415,1455,0,3,644,2003,2,6,1
219990,1576,1393,1576,0,3,668,2004,2,7,1
191000,1504,1346,1504,0,2,437,2005,2,7,1
159895,1266,1266,1266,0,2,388,2007,2,6,1
187687,1246,1146,1246,0,2,428,2007,2,5,1
179000,1515,789,813,702,2,393,2004,2,8,1
193000,1593,839,864,729,2,398,2004,2,8,1
190000,1166,856,1166,0,2,400,2005,2,5,1
176000,1456,728,728,728,2,400,2005,2,8,1
188000,1720,840,840,880,2,400,2002,2,7,1
213000,1986,847,847,1139,2,434,2003,2,9,1
217300,1358,1350,1358,0,2,484,2007,2,6,1
186500,1792,936,962,830,2,451,2000,2,8,1
226750,1892,982,1008,884,2,431,2000,2,8,1
184000,1490,788,788,702,2,388,2004,2,8,1
176000,1414,707,707,707,2,403,2002,2,6,1
225000,2322,1037,1037,1285,2,400,1999,2,8,1
185900,1651,831,873,778,2,450,1999,2,7,1
284500,2199,1173,1182,1017,2,516,1997,2,9,1
315000,2630,1470,1470,1160,3,696,1998,2,8,1
250000,2198,1145,1145,1053,3,836,2000,2,9,1
291000,2172,1519,1533,639,3,687,2000,2,8,1
350000,2006,1982,2006,0,3,938,1998,2,5,1
279500,2125,1064,1064,1061,2,576,1996,2,12,1
290000,2501,1242,1251,1250,3,751,1995,2,9,1
350000,2113,2109,2113,0,3,839,1995,2,7,1
341000,2418,1311,1325,1093,3,983,1993,2,9,1
287500,2197,1080,1108,1089,3,783,1993,2,9,1
271000,2127,1223,1223,904,2,525,1994,2,5,1
301500,1987,1986,1987,0,2,691,1994,2,7,1
235128,1580,1580,1580,0,3,830,2007,2,7,1
214000,1933,894,894,1039,3,668,2007,2,9,1
232000,1574,1574,1574,0,3,824,2006,2,7,1
240000,1578,1578,1578,0,3,642,2006,2,7,1
264132,1506,1498,1506,0,2,592,2008,2,6,1
245000,1563,1563,1563,0,3,758,2007,2,6,1
227680,1428,1417,1428,0,2,554,2008,2,6,1
257000,1861,1341,1341,520,3,851,2007,3,7,1
297900,1874,955,955,919,3,880,2007,2,8,1
247000,1460,1460,1460,0,2,480,2006,2,6,1
212700,1372,1363,1372,0,2,588,2007,2,6,1
250580,1372,1372,1372,0,2,529,2007,2,6,1
182000,1428,1428,1428,0,2,480,2007,2,6,1
226700,1768,866,866,902,2,603,2005,2,7,1
250000,1992,1053,1053,939,2,648,2003,2,9,1
250000,1958,1026,1026,932,3,936,2005,2,9,1
339750,2078,1034,1050,1028,3,836,2007,2,8,1
205950,1665,813,822,843,2,562,2007,2,7,1
256000,1660,1660,1660,0,3,660,2007,2,7,1
230348,1218,1218,1218,0,2,462,2007,2,6,1
207500,1728,864,864,864,2,673,2003,2,7,1
141000,1080,1080,1080,0,0,0,2004,1,6,1
188000,1696,835,835,861,2,542,2003,2,7,1
192500,1663,835,835,828,2,478,2003,2,8,1
146000,1175,1175,1175,0,0,0,2005,1,6,1
159000,1114,1114,1114,0,2,576,2004,1,6,1
155000,1114,1114,1114,0,2,576,2003,1,6,1
173000,1640,798,798,842,2,520,2004,2,6,1
170000,1162,1162,1162,0,2,483,2007,2,6,1
182000,1609,754,754,855,2,525,1995,2,6,1
163000,1680,886,886,794,2,474,1993,2,7,1
193500,1679,1408,1679,0,2,575,1994,2,7,1
189000,1657,832,832,825,2,483,1994,2,6,1
190500,1677,827,827,850,2,627,2001,2,7,1
175000,1737,836,844,893,2,506,1992,2,7,1
179200,1294,1278,1294,0,2,496,1991,2,6,1
187000,1710,832,832,878,2,506,1993,2,7,1
193000,1617,1604,1617,0,2,533,1993,2,5,1
153900,1199,1199,1199,0,2,530,1993,2,5,1
128000,984,984,984,0,1,384,1963,1,5,1
144000,912,912,912,0,1,352,1962,1,4,1
135000,864,864,864,0,1,420,1961,1,5,1
115000,890,890,890,0,1,308,1968,1,5,0
119916,864,864,864,0,1,276,1963,1,5,1
142000,912,912,912,0,1,288,1961,1,5,1
192000,1430,1430,1430,0,2,484,1974,2,6,1
140000,1641,1001,1001,640,2,490,1972,2,5,1
290000,2683,930,1364,1319,2,473,1990,2,9,1
372500,2786,1848,1827,959,2,636,1993,2,10,1
196000,1391,1391,1391,0,2,530,2004,2,5,1
171900,1250,625,625,625,2,625,2006,2,5,1
178000,1245,1235,1245,0,2,495,2004,2,5,1
165000,1200,600,600,600,2,480,2005,2,5,1
146000,1392,689,703,689,2,540,2007,2,5,1
146000,1392,689,703,689,2,540,2007,2,5,1
179400,1501,744,757,744,2,440,1999,2,6,1
172900,1549,744,757,792,2,440,1999,2,6,1
300000,1638,1614,1638,0,2,495,2000,2,5,1
285000,1310,1310,1310,0,2,545,2001,1,5,1
290000,1419,1419,1419,0,2,588,2001,1,5,1
305000,1557,1557,1557,0,2,484,1999,2,5,1
328900,1709,1698,1709,0,2,506,1999,2,5,1
160000,1252,600,624,628,2,462,1999,2,4,1
170000,1404,672,684,720,2,462,1999,2,5,1
223000,1789,858,872,917,2,546,2001,2,7,1
170000,1586,960,962,624,2,480,1999,2,7,1
200000,1607,960,962,645,2,480,1999,2,7,1
345000,2393,970,1469,924,2,846,1998,2,7,1
245500,1288,1260,1288,0,2,500,1996,1,4,1
217500,1239,1230,1239,0,2,477,1995,1,4,1
324000,1719,1719,1719,0,2,473,1993,1,6,1
162500,1232,1232,1232,0,2,516,1984,2,6,1
150000,2944,994,1599,1345,3,864,1977,2,9,1
290000,1671,1426,1671,0,2,550,1976,3,6,1
205000,1812,952,952,860,2,469,2002,2,7,1
174000,1682,1304,1682,0,2,530,1970,2,7,1
183000,1427,1427,1427,0,2,516,1969,2,7,1
150000,1740,1740,1740,0,2,512,1968,1,8,1
145000,1258,1258,1258,0,2,528,1971,2,5,1
215000,1620,1620,1620,0,2,578,1967,2,8,1
140500,1625,1625,1625,0,2,484,1965,2,8,1
240000,2614,1522,1548,1066,2,624,1974,2,9,1
141000,1464,732,732,732,2,470,1968,1,7,1
147000,912,912,912,0,2,576,1965,1,5,1
135000,925,912,925,0,2,576,1965,1,5,1
145000,1728,1728,1728,0,2,576,1965,2,10,1
142600,1728,1728,1728,0,2,576,1965,2,10,1
135000,1656,1656,1656,0,2,506,1973,2,8,1
170000,1670,825,845,825,2,464,1971,1,7,1
299800,2715,1142,1175,1540,2,831,1976,3,11,1
185000,1876,901,943,933,2,540,1974,2,8,1
173000,1632,800,800,832,2,484,1966,1,7,1
178400,999,944,999,0,2,588,1961,1,6,1
176000,1978,832,1098,880,2,486,1968,2,9,1
98000,1014,0,1014,0,1,267,1956,1,6,1
109008,907,907,907,0,1,352,1957,1,5,1
135750,952,952,952,0,1,283,1956,1,4,1
155000,1128,1120,1128,0,2,525,1963,2,6,1
180500,1425,1425,1425,0,2,576,1964,2,7,1
174900,1165,1127,1165,0,2,490,1966,1,6,1
140000,1136,1136,1136,0,1,384,1965,1,5,1
145000,1092,1092,1092,0,2,504,1964,1,6,1
179900,1265,1219,1265,0,2,502,1965,2,6,1
168500,1350,1248,1350,0,2,520,1964,1,6,1
140000,1114,1114,1114,0,2,451,1961,1,5,1
145500,1053,1053,1053,0,1,312,1959,1,5,1
142000,1252,1252,1252,0,2,528,1959,1,7,1
141000,1100,1100,1100,0,1,312,1960,1,6,1
153000,1118,1118,1118,0,1,264,1960,1,6,1
72500,720,0,720,0,1,287,1949,1,4,0
52000,729,270,729,0,0,0,1935,1,5,1
118000,1077,991,1077,0,1,205,1939,1,5,1
87000,906,348,453,453,1,231,1937,1,5,1
141500,1496,1296,1496,0,2,450,1960,2,6,1
119000,1252,1032,1032,220,1,288,1950,1,6,1
141500,1337,572,1337,0,1,264,1950,1,7,1
165500,1661,992,1661,0,1,377,1955,1,8,1
112900,1036,1036,1036,0,1,312,1953,1,5,1
201800,1820,864,902,918,2,492,1965,1,8,1
163000,1362,1362,1362,0,2,504,1961,1,6,1
139950,1144,1144,1144,0,2,456,1961,1,6,1
174000,1537,1319,1537,0,2,462,1962,1,7,1
165000,1431,1099,1431,0,1,296,1962,1,6,1
227000,1988,1104,1104,884,2,480,1966,2,9,1
135000,1098,1098,1098,0,1,260,1955,1,6,1
124000,1144,1144,1144,0,1,336,1963,1,6,1
140000,1283,931,1283,0,2,506,1962,1,6,1
136500,1176,1176,1176,0,1,292,1957,1,6,1
185000,1440,1248,1440,0,1,480,1959,2,7,1
163000,1261,1261,1261,0,2,433,1958,1,6,1
166800,1570,1395,1570,0,2,441,1958,1,5,1
139000,1196,1196,1196,0,1,297,1956,1,6,1
166000,1392,1392,1392,0,2,458,1957,1,6,1
136000,1080,1080,1080,0,1,288,1958,1,5,1
133000,1104,1104,1104,0,1,384,1956,1,5,1
116000,882,720,882,0,1,240,1952,1,4,1
137500,1152,1152,1152,0,2,636,1953,1,6,1
130000,950,984,950,0,2,400,1953,1,5,0
180000,1790,998,1790,0,2,540,1957,2,6,1
139000,952,952,952,0,2,840,1951,1,4,1
110000,773,773,773,0,1,240,1953,1,4,1
100000,1764,0,1764,0,1,301,1957,2,7,1
118500,1216,832,832,384,1,336,1947,1,6,1
146000,1824,1824,1824,0,2,484,1957,2,9,1
89900,869,0,869,0,1,390,1948,1,3,0
114000,1159,747,747,412,1,288,1925,1,5,1
140000,1558,913,1048,510,1,288,1945,1,6,1
86900,672,672,672,0,1,308,1940,1,4,1
139000,1436,892,1254,182,4,1488,1922,1,7,1
106250,1294,0,694,600,0,0,1900,2,7,0
171000,1716,858,858,858,2,490,1962,1,8,1
139000,1044,912,1044,0,2,372,1968,1,5,1
186000,1312,1312,1312,0,2,495,1958,1,6,1
157000,1253,1253,1253,0,1,352,1960,1,5,1
148000,1081,1081,1081,0,1,401,1960,1,5,1
242000,2069,585,2069,0,2,505,1960,2,9,1
116000,910,105,910,0,2,414,1953,1,5,1
94000,876,876,876,0,2,576,1951,1,5,1
98300,1048,0,1048,0,2,420,1950,1,7,1
127000,1507,1075,1507,0,1,404,1960,2,7,1
159000,1256,1256,1256,0,1,311,1959,1,6,1
125900,1027,1027,1027,0,1,299,1962,1,6,1
155000,1269,1269,1269,0,1,308,1960,1,6,1
138000,1320,768,819,501,2,576,1948,2,5,1
112500,984,936,984,0,1,280,1954,1,4,1
105500,832,832,832,0,2,528,1954,1,4,1
127500,1278,854,854,424,1,240,1954,1,6,1
130000,1800,1800,1800,0,0,0,1961,2,10,0
150000,1588,768,1024,564,2,480,1955,1,6,1
109500,825,825,825,0,1,350,1954,1,4,1
140000,1796,780,983,813,2,483,1963,1,8,1
167900,1611,780,798,813,2,442,1964,1,7,1
136870,1117,1117,1117,0,1,264,1963,1,6,1
143000,1133,192,1133,0,1,308,2008,1,7,0
73000,764,680,764,0,2,504,1925,1,4,0
157500,1539,650,958,581,2,686,1904,2,8,1
122600,1323,780,948,375,2,400,1948,1,6,1
111000,1360,680,680,680,1,330,1910,1,6,0
256000,2792,1510,1584,1208,2,520,1920,2,8,1
64000,672,672,672,0,1,256,1940,1,4,1
139500,1456,728,728,728,1,308,1915,1,7,1
118000,1594,828,828,658,0,0,1910,2,9,1
200000,2082,1362,1362,720,2,484,2003,2,6,1
119164,1656,801,1095,561,2,440,1940,2,8,1
122250,1740,936,960,780,1,225,1920,1,6,0
120000,1027,931,1027,0,0,0,1920,1,5,1
155000,1436,884,884,552,2,828,1940,2,8,1
78000,899,481,899,0,1,200,1910,1,5,0
95000,1080,684,684,396,0,0,1890,1,5,1
115000,789,789,789,0,1,250,1948,1,5,1
147000,1122,924,1122,0,2,528,1948,1,6,1
140000,1499,904,904,595,3,869,1946,1,5,1
46500,407,407,407,0,1,297,1946,1,3,0
112500,928,928,928,0,1,288,1957,1,5,1
107900,901,901,901,0,1,281,1954,1,4,1
65000,1588,448,1588,0,0,0,1949,2,6,1
295000,3493,1470,1675,1818,3,870,1880,3,10,1
139500,1627,797,830,797,2,420,1900,2,10,0
153900,1416,876,876,540,3,720,1915,1,7,1
132000,1450,624,730,720,1,288,1920,1,7,1
98000,1344,624,624,720,3,513,1916,1,7,0
114000,1017,346,709,308,1,308,1900,1,5,1
130000,2350,973,1377,973,2,393,1920,2,10,1
129500,2058,735,1134,924,2,396,1917,1,8,0
129400,1540,572,884,656,0,0,1905,1,7,1
161000,1378,689,689,689,2,360,1928,2,7,1
163000,1912,482,1221,691,2,672,1905,2,7,0
128000,1484,742,742,742,0,0,1914,2,9,1
122000,2358,684,938,1215,0,0,1872,2,8,0
116900,1111,572,572,539,1,288,1926,1,5,1
325000,2775,1237,1521,1254,2,880,1893,3,9,1
55000,1086,723,723,363,2,400,1920,1,5,0
184000,2495,1313,1313,1182,2,342,1890,2,10,1
110000,984,984,984,0,1,308,1959,1,5,1
131500,1795,1050,1050,745,1,352,1954,2,7,0
97000,882,0,882,0,1,308,1956,1,4,1
115500,1093,869,1093,0,1,308,1958,1,5,1
138000,1143,1008,1143,0,1,288,1928,1,5,1
108000,1668,672,1195,473,1,252,1945,1,8,1
79500,935,742,779,0,1,308,1930,1,4,1
153000,1738,1024,1144,594,1,240,1935,2,6,1
109500,784,784,784,0,0,0,1924,1,5,1
124000,1210,672,832,378,1,240,1941,1,6,1
106900,1290,554,736,554,1,200,1900,1,6,1
164900,1672,981,1014,658,1,240,1940,1,6,1
119000,949,949,949,0,2,370,1924,1,5,1
120000,1158,862,950,208,1,208,1929,1,5,1
157000,1497,825,825,672,1,672,1937,2,5,1
105000,1342,739,874,468,1,240,1939,2,7,1
113000,1013,992,1013,0,1,160,1926,1,6,1
115000,1216,565,565,651,1,355,1920,1,6,1
123000,1136,704,624,512,1,336,1929,1,6,1
81300,808,0,808,0,1,164,1945,1,6,0
162900,1573,1078,1128,445,2,360,1930,2,8,1
150000,2009,989,1245,764,2,400,1939,2,7,1
123500,1902,1100,1226,676,2,576,1923,2,7,1
129900,1774,952,1022,752,2,468,1931,2,8,1
128000,1362,611,751,611,2,502,1920,2,6,1
68500,520,520,520,0,1,240,1927,1,4,0
127000,1285,672,1072,213,1,240,1948,1,6,1
207000,1848,833,1053,795,2,370,1923,1,8,1
184000,1820,1026,1133,687,1,240,1925,2,8,1
162500,1716,810,1170,546,2,672,1915,2,8,1
145000,1505,883,988,517,1,240,1940,1,8,1
130000,838,816,838,0,1,275,1918,1,5,1
160000,1984,1242,1242,742,1,360,1910,2,8,1
161000,1666,588,833,833,1,228,1925,1,7,1
127500,1609,796,825,784,1,228,1910,1,7,1
93850,768,768,768,0,2,440,1930,1,4,1
136000,1536,768,768,768,1,308,1952,1,7,1
141000,1969,1272,1272,0,2,400,1938,2,9,1
120000,1308,880,880,428,2,400,1915,2,6,1
127500,1040,1040,1040,0,2,320,1925,1,5,1
127000,1236,768,788,448,1,384,1925,2,6,1
89500,1406,319,1035,371,0,0,1920,1,6,1
125000,825,825,825,0,2,720,1955,1,4,1
79900,1198,901,1088,110,0,0,1920,1,7,1
85000,759,451,759,0,2,576,1912,1,5,1
82375,1344,536,808,536,0,0,1915,2,8,0
135000,1469,756,756,713,1,216,1906,1,7,1
124000,1054,1046,1054,0,1,240,1947,1,6,0
134000,1211,952,1211,0,1,322,1968,1,5,1
135000,1271,720,720,551,1,312,1948,2,7,1
134432,1588,0,1120,468,2,680,1959,2,7,1
127500,1355,644,808,547,0,0,1940,2,6,1
148000,1075,981,1075,0,2,440,1963,1,6,1
129500,1040,1040,1040,0,1,384,1965,1,5,1
157500,1096,1008,1096,0,2,484,1978,1,6,1
109900,904,876,904,0,1,408,1966,1,6,1
145000,992,992,992,0,1,294,1967,1,6,1
130000,894,894,894,0,2,450,1967,1,5,1
153000,1034,450,1034,0,2,504,1978,1,6,1
120000,1073,1073,1073,0,1,270,1967,1,6,1
152000,1126,1060,1126,0,2,506,1984,1,5,1
108959,1258,1198,1258,0,2,400,1969,0,6,1
95541,1140,1300,1140,0,2,400,1920,1,6,1
80000,1006,1006,1006,0,0,0,1959,1,5,1
149350,1228,1228,1228,0,1,271,1966,1,6,1
144900,960,960,960,0,1,300,1963,1,6,1
185000,1188,988,1188,0,2,621,1956,1,4,1
165000,1383,1383,1383,0,1,354,1954,1,6,1
235000,1252,1602,1252,0,2,564,1960,1,4,1
140000,1601,533,1021,580,1,300,1958,1,6,1
108000,672,672,672,0,1,240,1940,1,4,1
145000,1721,988,1721,0,2,626,1960,2,7,1
152400,1350,576,864,486,3,627,1941,1,6,1
144000,904,864,904,0,3,912,1970,1,5,1
173000,1291,1291,1291,0,2,431,1996,1,6,1
192000,2022,1160,1156,866,2,505,1977,2,8,1
245000,1524,1524,1524,0,2,478,1979,2,7,1
241500,1363,1385,1363,0,2,439,1954,1,5,1
256000,1663,1364,1663,0,2,529,1954,1,6,1
177000,1357,1019,1357,0,1,312,1959,1,5,1
125600,1079,570,617,462,1,249,1948,1,5,1
155000,1094,1094,1094,0,2,495,1953,1,5,1
240000,2358,907,1307,1051,2,360,1908,3,10,1
260000,1518,1580,1518,0,0,0,1940,1,5,1
185000,1674,1163,1163,511,2,396,1918,2,8,1
235000,2108,1127,1236,872,2,540,1935,2,7,1
159900,1509,1509,1509,0,1,322,1956,1,6,1
99600,864,864,864,0,0,0,1975,1,4,0
134500,1269,621,621,648,1,280,1962,1,7,1
119000,1367,861,961,406,1,384,1900,1,7,1
107500,1347,1117,820,527,0,0,1910,1,5,1
125000,1164,1164,1164,0,1,240,1950,1,5,0
79000,1096,572,572,524,0,0,1924,1,5,0
95000,1111,616,616,495,1,200,1941,1,5,0
262280,2329,1475,1532,797,2,514,1990,2,10,1
260000,2814,1077,1093,1721,2,614,1995,2,9,1
226500,1626,1602,1626,0,2,534,1994,2,7,1
225000,2200,812,1101,1099,2,453,1993,2,9,1
229000,2037,672,1302,735,2,472,1996,2,8,1
177439,1356,628,628,728,2,484,2007,2,6,1
248500,1615,1615,1615,0,3,864,2007,2,7,1
475000,2276,2271,2276,0,3,1348,2008,2,7,1
395039,1766,1751,1766,0,3,874,2008,2,8,1
228000,2097,1080,1080,1017,3,678,1993,2,9,1
225000,1511,1401,1511,0,3,811,1995,2,6,1
195000,1643,1182,1643,0,2,438,1966,2,6,1
200000,1688,616,616,1072,2,603,1997,2,8,1
155000,990,990,990,0,2,528,1994,1,5,1
144000,1099,1099,1099,0,1,352,1995,1,6,1
145000,990,990,990,0,2,672,1994,1,5,1
226001,1418,1418,1418,0,2,558,1997,2,5,1
215700,1771,864,872,899,2,600,1997,2,6,1
207500,1652,782,782,870,2,532,2000,2,6,1
193000,1790,873,882,908,2,588,1999,2,7,1
188000,1724,880,880,844,2,527,1998,2,8,1
191000,1479,1468,1479,0,2,577,1999,2,6,1
221000,1494,1494,1494,0,2,530,2002,2,6,1
231500,1792,963,963,829,2,564,2001,2,7,1
235000,1823,928,928,895,2,626,2000,2,6,1
223500,1786,920,920,866,2,608,2001,2,6,1
130250,938,938,938,0,1,308,1975,1,5,1
149900,985,985,985,0,1,328,1977,2,6,1
158000,1174,864,1174,0,2,528,1978,1,5,1
147000,1026,940,1026,0,2,576,1978,1,5,1
143195,1076,1076,1076,0,2,576,1975,1,5,1
163000,1558,864,1558,0,2,440,1975,2,5,1
110000,924,924,924,0,1,280,1975,1,5,1
127000,864,864,864,0,1,352,1972,1,5,1
124900,780,780,780,0,1,352,1972,1,4,1
230000,1795,1777,1795,0,2,534,2002,2,7,1
237000,2031,1128,1128,903,2,577,2002,2,7,1
235000,1865,992,992,873,3,839,2000,2,7,1
230500,2161,1257,1290,871,2,570,2001,2,8,1
230000,1852,1004,1004,848,3,660,1999,2,7,1
222500,2031,1153,1153,878,2,541,1998,2,8,1
287000,2263,1055,1055,1208,2,905,2001,2,7,1
274000,1947,1357,1366,581,3,725,2001,2,7,1
300000,1786,1778,1786,0,3,715,2002,2,6,1
255900,2290,1128,1149,1141,2,779,2002,2,9,1
224900,1768,884,884,884,2,543,2003,2,8,1
240000,2327,1129,1129,1198,2,596,2003,2,9,1
183000,1640,798,798,842,2,595,2003,2,6,1
207000,1764,850,886,878,2,560,1999,2,7,1
210000,1908,915,933,975,2,493,1994,2,8,1
136500,848,848,848,0,2,420,2003,1,3,1
145000,848,848,848,0,2,420,2004,1,3,1
208900,1493,1478,1493,0,2,508,1997,2,7,1
185000,1838,1838,1838,0,3,721,1997,2,8,1
214000,1536,1536,1536,0,2,532,2002,2,7,1
208500,1710,856,856,854,2,548,2003,2,8,1
186500,1445,1445,1445,0,2,470,2004,2,6,1
210000,1436,1436,1436,0,2,484,2004,2,8,1
185900,1582,770,770,812,2,520,2004,2,6,1
179900,1234,1234,1234,0,2,484,2007,2,7,1
218836,1564,1564,1564,0,3,814,2007,2,6,1
193000,1361,1351,1361,0,2,610,2007,2,6,1
189000,1456,728,728,728,2,410,2005,2,7,1
149300,848,848,848,0,2,420,2004,1,3,1
141000,848,848,848,0,2,420,2004,1,3,1
149000,848,848,848,0,2,420,2004,1,3,1
144500,848,848,848,0,2,420,2004,1,4,1
85000,796,796,796,0,0,0,1910,1,4,1
145900,2200,1272,1272,928,0,0,1900,2,9,1
123000,1092,1092,1092,0,1,264,1966,1,6,1
147500,1256,1256,1256,0,1,276,1965,1,6,1
165000,1033,456,1033,0,2,504,1976,1,6,1
135000,1127,1127,1127,0,2,480,1976,1,6,1
108000,996,996,996,0,0,0,1940,1,6,1
137500,1181,1138,1181,0,2,588,1972,2,6,1
165400,1656,746,760,896,2,397,2003,2,7,1
147000,1117,1029,1117,0,2,542,1977,1,6,1
160500,1398,684,684,714,2,440,1976,1,6,1
176000,1132,1132,1132,0,2,451,2005,1,5,1
284700,3820,0,3820,0,2,624,1959,3,11,1
160000,5642,6110,4692,950,2,1418,2008,2,12,1
148000,1072,547,1072,0,2,525,2005,1,5,1
82000,1152,0,1152,0,0,0,1955,2,6,0
82000,1152,0,1152,0,0,0,1955,2,6,0
118000,1440,1440,1440,0,0,0,1955,2,8,0
82500,1152,0,1152,0,0,0,1955,2,6,0
91900,784,784,784,0,0,0,1955,1,4,0
120000,1053,585,585,468,0,0,1938,1,5,1
96000,1137,0,929,208,0,0,1947,1,8,1
99000,930,911,930,0,1,286,1953,1,5,1
130500,1200,768,768,432,1,240,1946,1,6,1
135000,1470,941,997,473,1,548,1954,2,7,1
135500,1393,816,872,521,1,300,1955,1,8,1
100000,1204,416,1204,0,1,312,1954,1,6,1
108000,1292,949,949,343,1,205,1923,1,6,1
98000,864,864,864,0,0,0,1925,1,5,0
67000,864,864,864,0,0,0,1914,1,5,0
135900,1716,780,936,780,0,0,1912,2,9,0
140000,1482,672,810,672,1,400,1925,2,7,0
179500,2192,720,1052,720,1,240,1939,2,8,1
136500,1694,1181,1390,304,2,576,1925,2,7,1
168000,1424,1228,1424,0,1,312,1921,2,7,1
130000,1964,940,1024,940,0,0,1911,1,7,0
189000,2601,612,990,1611,2,621,1921,3,8,1
161900,1920,960,960,960,2,480,1930,2,10,1
145000,1316,644,672,644,1,369,1926,1,6,1
191000,2555,588,1423,748,2,672,1922,2,11,1
177000,1680,840,840,840,1,308,1915,2,8,1
147500,1264,676,676,588,2,400,1914,1,6,1
91000,790,768,790,0,1,160,1930,1,4,0
231000,1512,798,798,714,1,180,1925,2,7,1
115000,1639,1064,1166,0,1,240,1936,1,6,1
138000,1603,784,819,784,2,599,1923,1,7,1
149000,1502,776,851,651,1,270,1931,1,6,1
188700,1660,715,849,811,1,240,1934,1,6,1
198000,1938,942,1265,673,1,240,1937,2,7,1
110000,1374,884,932,442,1,225,1938,1,6,1
104000,1091,1091,1091,0,1,344,1951,1,5,0
257076,1873,608,983,890,2,786,1935,1,9,1
381000,3447,728,1968,1479,3,1014,1935,3,11,1
311500,1954,798,1137,817,2,431,1939,1,8,1
263400,2161,832,1218,943,2,506,1950,2,8,1
236500,1898,1898,1898,0,2,484,1956,2,7,1
224000,1640,1296,1640,0,2,924,1954,1,7,1
116500,1032,516,516,516,2,462,1980,1,5,1
151000,1556,716,716,840,2,452,1980,2,6,1
126000,919,894,919,0,1,195,1926,1,5,1
120000,1090,720,760,330,1,240,1940,1,5,1
55000,796,796,796,0,0,0,1922,1,5,0
120500,816,816,816,0,1,432,1930,1,5,1
120500,778,740,778,0,1,924,1940,1,4,1
119000,1200,780,780,420,0,0,1930,1,7,1
126000,1656,624,1092,564,1,288,1967,1,7,1
99500,912,520,912,0,1,360,1930,1,5,1
165500,1955,1151,1151,804,1,356,1958,2,7,1
13100,733,0,733,0,2,487,1952,1,4,0
89000,1361,173,825,536,1,185,1895,1,6,0
40000,1317,649,649,668,1,250,1920,1,6,0
80900,1049,356,671,378,1,195,1910,1,5,0
81000,894,894,894,0,3,1248,1935,1,6,1
65000,864,592,432,432,1,216,1920,1,5,1
392500,1652,1600,1652,0,2,482,2008,2,5,1
294464,1648,1596,1648,0,2,525,2007,2,5,1
250000,1646,1594,1646,0,2,482,2004,2,5,1
275000,1646,1594,1646,0,2,482,2004,2,5,1
300000,2032,1840,2032,0,3,786,1996,3,7,1
271000,1689,1568,1689,0,3,857,2002,2,7,1
213000,1820,910,910,910,3,816,1996,2,8,1
171000,1118,1096,1118,0,1,358,1977,1,6,1
171500,1279,1196,1279,0,2,473,1977,2,6,1
100000,1872,0,936,936,2,484,1976,2,8,1
228500,1689,1680,1689,0,2,432,1991,2,6,1
228950,1786,1499,1619,167,2,529,1965,2,7,1
241500,1501,1277,1501,0,2,512,1986,2,6,1
287000,2898,1565,2898,0,2,665,1976,2,10,1
294000,1537,1518,1537,0,3,788,2006,2,8,1
293077,1646,1638,1646,0,3,800,2007,2,7,1
264966,1780,920,920,860,2,612,2007,2,6,1
172500,1442,352,712,730,2,400,2006,2,6,1
167500,1394,384,754,640,2,400,2006,2,7,1
218689,1612,796,796,816,3,666,2008,2,6,1
150000,1495,1495,1495,0,2,438,1989,2,8,1
184000,1651,1606,1651,0,2,616,1986,2,7,1
180000,1256,1256,1256,0,2,578,1986,2,6,1
175000,1509,1461,1509,0,2,600,1988,2,5,1
232500,1440,1432,1440,0,2,467,2003,2,7,1
195000,1675,1666,1675,0,2,435,1999,2,6,1
305000,2262,1482,1482,780,3,749,2003,2,10,1
298751,1728,1884,1728,0,2,520,2007,2,7,1
370000,1964,1964,1964,0,3,892,2005,2,7,1
209200,1344,1344,1344,0,4,784,1997,2,8,1
206300,1344,1344,1344,0,4,784,1997,2,8,1
146000,1092,1092,1092,0,0,0,2007,1,5,1
160500,1189,1189,1189,0,2,392,1997,2,4,1
173000,1200,1200,1200,0,3,850,1964,1,6,1
124000,1040,1040,1040,0,2,499,1975,1,6,1
115000,1304,264,616,688,1,336,1976,1,4,1
129500,1475,550,925,550,1,336,1976,2,6,1
105000,988,526,526,462,1,297,1973,1,5,1
94900,988,462,526,462,1,297,1973,1,4,1
152500,1160,1113,1160,0,1,257,1968,1,6,1
98000,1092,546,546,546,0,0,1970,2,6,1
81000,630,630,630,0,0,0,1972,1,3,1
113000,988,988,988,0,2,520,1954,1,4,1
